stop_id,stop_name,lat,lon,dist_from_lodz_km,reason,confidence
1100013,Czestków F kier. Szczerców,51.531153,19.146444,33.2,"rural, 33.2 km from Łódź",medium
1600045,Leźnica Wielka kier. Ozorków PKP,51.987755,19.142883,33.33,"rural, 33.3 km from Łódź",medium
1100041,Wola Buczkowska kier. Łask,51.528034,19.149111,33.35,"rural, 33.4 km from Łódź",medium
1100014,Wola Buczkowska kier. Szczerców,51.527386,19.149797,33.38,"rural, 33.4 km from Łódź",medium
32532,Sierpów,52.024692,19.218116,33.76,"rural, 33.8 km from Łódź",medium
1100040,Wygwizdów kier. Łask,51.514153,19.162006,34.02,"rural, 34.0 km from Łódź",medium
1600044,Leźnica Wielka (Osiedle),51.989725,19.129489,34.09,"rural, 34.1 km from Łódź",medium
1100015,Wygwizdów kier. Szczerców,51.513031,19.162436,34.1,"rural, 34.1 km from Łódź",medium
47340,Krosnowa,51.864442,19.923444,34.13,"rural, 34.1 km from Łódź",medium
1500002,Budziszewice kier. Będzelin,51.6675,19.934916,34.47,"rural, 34.5 km from Łódź",medium
1500001,Budziszewice Kościół,51.664944,19.934305,34.52,"rural, 34.5 km from Łódź",medium
2200003,Wykno - Budziszewice P.A ul. JC Paska / Kolejowa,51.65957495,19.93157669,34.53,"rural, 34.5 km from Łódź",medium
2200020,Wykno - Budziszewice P.A ul. JC Paska / Kolejowa,51.65957495,19.93157669,34.53,"rural, 34.5 km from Łódź",medium
1100016,Buczek Kościół kier. Szczerców,51.504161,19.163925,34.84,"rural, 34.8 km from Łódź",medium
1100039,Buczek Kościół kier. Łask,51.50325,19.164042,34.92,"rural, 34.9 km from Łódź",medium
1110451,Jeżów,51.805672,19.962048,35.12,"rural, 35.1 km from Łódź",medium
1100017,Buczek Dino kier. Szczerców,51.499252,19.167595,35.14,"rural, 35.1 km from Łódź",medium
1100038,Buczek Dino kier. Łask,51.498555,19.169059,35.15,"rural, 35.1 km from Łódź",medium
1100037,Bachorzyn 3C kier. Łask,51.496072,19.174264,35.17,"rural, 35.2 km from Łódź",medium
1100018,Bachorzyn 3C kier. Szczerców,51.496222,19.173842,35.18,"rural, 35.2 km from Łódź",medium
1100036,Bachorzyn II 23 kier. Łask,51.490511,19.185077,35.29,"rural, 35.3 km from Łódź",medium
1100019,Bachorzyn II 23 kier. Szczerców,51.49025,19.185444,35.3,"rural, 35.3 km from Łódź",medium
1100020,Bachorzyn Stacja Paliw kier. Szczerców,51.486469,19.192597,35.4,"rural, 35.4 km from Łódź",medium
1100035,Bachorzyn Stacja Paliw kier. Łask,51.484258,19.194836,35.53,"rural, 35.5 km from Łódź",medium
47555,Zaosie,51.63364,19.933404,35.68,"rural, 35.7 km from Łódź",medium
1800011,Jeżów Piotrkowska kier. Rogów PKP,51.811361,19.968973,35.69,"rural, 35.7 km from Łódź",medium
1800020,Jeżów Piotrkowska kier. Rawa Maz.,51.811306,19.969,35.69,"rural, 35.7 km from Łódź",medium
242844,Domaniewice Centrum,52.008903,19.785865,35.78,"rural, 35.8 km from Łódź",medium
2200019,Zaosie - przystanek autobusowy przy DW 715,51.63298671,19.93464448,35.79,"rural, 35.8 km from Łódź",medium
2200004,Zaosie - przystanek autobusowy przy DW 715,51.63191241,19.9345582,35.83,"rural, 35.8 km from Łódź",medium
1100034,Zelów Zachodnia/Herbertów kier. Łask,51.47807,19.1957,36.1,"rural, 36.1 km from Łódź",medium
1100021,Zelów Zachodnia/Herbertów kier. Szczerców,51.4776,19.195722,36.14,"rural, 36.1 km from Łódź",medium
1100024,Zelów Kościuszki/Sikorskiego kier. Szczerców,51.466486,19.212058,36.68,"rural, 36.7 km from Łódź",medium
1100031,Zelów Kościuszki/Sikorskiego kier. Łask,51.466823,19.211069,36.68,"rural, 36.7 km from Łódź",medium
1100032,Zelów Kościuszki/Pileckiego kier. Łask,51.468348,19.205569,36.71,"rural, 36.7 km from Łódź",medium
1100023,Zelów Kościuszki/Pileckiego kier. Szczerców,51.468498,19.204758,36.72,"rural, 36.7 km from Łódź",medium
2200018,Skrzynki - Ujazd - Plac Wolności,51.59795752,19.92213888,36.74,"rural, 36.7 km from Łódź",medium
1100028,Zelów Piotrkowska ORLEN kier. Łask,51.458319,19.237016,36.75,"rural, 36.7 km from Łódź",medium
1100027,Zelów Piotrkowska ORLEN kier. Szczerców,51.458342,19.236369,36.76,"rural, 36.8 km from Łódź",medium
2200005,Skrzynki - Ujazd - Plac Wolności,51.59758753,19.92221744,36.77,"rural, 36.8 km from Łódź",medium
47746,Jarosty,51.46145,19.693174,36.91,"rural, 36.9 km from Łódź",medium
1100071,Łobudzice III kier. Łask,51.455056,19.24325,36.91,"rural, 36.9 km from Łódź",medium
19414,Zduńska Wola Południowa,51.580187,19.005472,36.96,"rural, 37.0 km from Łódź",medium
1100074,Łobudzice III kier. Szczerców,51.454139,19.244527,36.96,"rural, 37.0 km from Łódź",medium
1100026,Zelów MGOPS kier. Szczerców,51.460061,19.22357,36.97,"rural, 37.0 km from Łódź",medium
32524,Łęczyca,52.049248,19.193205,36.98,"rural, 37.0 km from Łódź",medium
1100029,Zelów MGOPS kier. Łask,51.460217,19.222675,36.98,"rural, 37.0 km from Łódź",medium
19406,Zduńska Wola Karsznice,51.588887,18.994723,37.08,"rural, 37.1 km from Łódź",medium
47357,Lipce Reymontowskie,51.905308,19.943733,37.18,"rural, 37.2 km from Łódź",medium
1800010,Jeżów Rawska kier. Rogów PKP,51.810889,19.991194,37.19,"rural, 37.2 km from Łódź",medium
1800021,Jeżów Rawska kier. Rawa Maz.,51.810778,19.991916,37.24,"rural, 37.2 km from Łódź",medium
1100070,Łobudzice II  kier. Łask,51.448277,19.253889,37.32,"rural, 37.3 km from Łódź",medium
1100075,Łobudzice II kier. Szczerców,51.448277,19.253639,37.32,"rural, 37.3 km from Łódź",medium
1100069,Łobudzice Szkoła kier. Łask,51.446111,19.257194,37.45,"rural, 37.5 km from Łódź",medium
1100068,Łobudzice I kier. Łask,51.441694,19.261944,37.79,"rural, 37.8 km from Łódź",medium
1100076,Łobudzice I kier. Szczerców,51.441389,19.262194,37.82,"rural, 37.8 km from Łódź",medium
46870,Domaniewice,52.020718,19.821055,38.33,"rural, 38.3 km from Łódź",medium
1100077,Grębociny II kier. Szczerców,51.434694,19.268028,38.38,"rural, 38.4 km from Łódź",medium
1100067,Grębociny II kier. Łask,51.435,19.258694,38.57,"rural, 38.6 km from Łódź",medium
1800009,Białynin kier. Rogów PKP,51.808417,20.012333,38.59,"rural, 38.6 km from Łódź",medium
1800022,Białynin kier. Rawa Maz.,51.805972,20.013917,38.66,"rural, 38.7 km from Łódź",medium
1100066,Grębociny I kier. Łask,51.435305,19.249833,38.76,"rural, 38.8 km from Łódź",medium
1100078,Grębociny I kier. Szczerców,51.435361,19.249222,38.77,"rural, 38.8 km from Łódź",medium
19430,Zduńska Wola,51.611421,18.947041,38.81,"rural, 38.8 km from Łódź",medium
2700001,Zduńska Wola - przy stacji PKP (Plac Żelazny),51.6109659,18.9466448,38.86,"rural, 38.9 km from Łódź",medium
47563,Skrzynki,51.60209,19.967145,39.27,"rural, 39.3 km from Łódź",medium
1100079,Sromutka kier. Szczerców,51.436083,19.219,39.52,"rural, 39.5 km from Łódź",medium
1100065,Sromutka kier. Łask,51.436027,19.218834,39.53,"rural, 39.5 km from Łódź",medium
1100064,Pukawica kier. Łask,51.435944,19.210889,39.77,"rural, 39.8 km from Łódź",medium
1100080,Pukawica kier. Szczerców,51.435972,19.210444,39.78,"rural, 39.8 km from Łódź",medium
1100081,Sobki Sklep kier. Szczerców,51.435722,19.192889,40.34,"rural, 40.3 km from Łódź",medium
1100063,Sobki Sklep kier. Łask,51.435666,19.192639,40.35,"rural, 40.3 km from Łódź",medium
1100062,Sobki II kier. Łask,51.4355,19.181695,40.71,"rural, 40.7 km from Łódź",medium
1100082,Sobki II kier. Szczerców,51.435527,19.181028,40.73,"rural, 40.7 km from Łódź",medium
1100083,Sobki I kier. Szczerców,51.435444,19.176861,40.88,"rural, 40.9 km from Łódź",medium
1100061,Sobki I kier. Łask,51.435416,19.176417,40.89,"rural, 40.9 km from Łódź",medium
280417,Izabelów,51.610052,18.912689,41.03,"rural, 41.0 km from Łódź",medium
47365,Płyćwia,51.916638,20.002061,41.34,"rural, 41.3 km from Łódź",medium
1100060,Krześlów kier. Łask,51.434277,19.164833,41.39,"rural, 41.4 km from Łódź",medium
1100084,Krześlów kier. Szczerców,51.434111,19.164722,41.41,"rural, 41.4 km from Łódź",medium
1800007,Głuchów Starowiejska kier. Rogów PKP,51.782556,20.059167,41.51,"rural, 41.5 km from Łódź",medium
1800024,Głuchów Starowiejska kier. Rawa Maz.,51.780611,20.062667,41.74,"rural, 41.7 km from Łódź",medium
47704,Piotrków Trybunalski,51.410535,19.684758,41.85,"rural, 41.8 km from Łódź",medium
19547,Kozuby,51.49435824,19.02322975,42.0,"rural, 42.0 km from Łódź",medium
1100085,Wypychów kier. Szczerców,51.426056,19.163083,42.25,"rural, 42.2 km from Łódź",medium
1100059,Wypychów kier. Łask,51.425611,19.163083,42.29,"rural, 42.3 km from Łódź",medium
32581,Gawrony,52.112234,19.219517,42.49,"rural, 42.5 km from Łódź",medium
1800006,Głuchów Pl. Kościuszki kier. Rogów PKP,51.779611,20.077,42.72,"rural, 42.7 km from Łódź",medium
1800025,Głuchów Pl. Kościuszki kier. Rawa Maz.,51.779584,20.077195,42.74,"rural, 42.7 km from Łódź",medium
1100058,Podlesie kier. Łask,51.417723,19.1625,43.08,"rural, 43.1 km from Łódź",medium
1100086,Podlesie kier. Szczerców,51.417139,19.162389,43.14,"rural, 43.1 km from Łódź",medium
46888,Stare Grudze,52.048808,19.90186,44.36,"rural, 44.4 km from Łódź",medium
2500005,Witonia przystanek autobusowy DK 60 (ul. Centralna,52.14666939,19.29558751,44.48,"rural, 44.5 km from Łódź",medium
47373,Maków,51.942208,20.045835,45.27,"rural, 45.3 km from Łódź",medium
19471,Męcka Wola,51.609089,18.846549,45.28,"rural, 45.3 km from Łódź",medium
19554,Siedlce Łaskie,51.45697735,19.01545714,45.38,"rural, 45.4 km from Łódź",medium
2700008,Męcka Wola - Stawiszcze przystanek autobusowy,51.60490505,18.84663902,45.45,"rural, 45.4 km from Łódź",medium
1800005,Złota II kier. Rogów PKP,51.776584,20.117056,45.46,"rural, 45.5 km from Łódź",medium
1800026,Złota II kier. Rawa Maz.,51.775945,20.120306,45.68,"rural, 45.7 km from Łódź",medium
2700002,Męcka Wola - Stawiszcze przystanek autobusowy,51.60474573,18.84230524,45.73,"rural, 45.7 km from Łódź",medium
2500004,Witonia - przy stacji PKP (ul. Dworcowa),52.15683137,19.2771153,45.9,"rural, 45.9 km from Łódź",medium
32516,Witonia,52.156887,19.276631,45.91,"rural, 45.9 km from Łódź",medium
2200006,Tomaszów Mazowiecki - przy stacji PKP ul. Dworcowa,51.54684176,20.03297153,46.22,"rural, 46.2 km from Łódź",medium
2800001,Tomaszów Mazowiecki - przy stacji PKP ul. Dworcowa,51.54684176,20.03297153,46.22,"rural, 46.2 km from Łódź",medium
47605,Tomaszów Mazowiecki,51.54545,20.035184,46.44,"rural, 46.4 km from Łódź",medium
47738,Milejów,51.355424,19.675737,47.38,"rural, 47.4 km from Łódź",medium
1100087,Lubiec kier. Szczerców,51.375056,19.152417,47.63,"rural, 47.6 km from Łódź",medium
1100057,Lubiec kier. Łask,51.374723,19.152111,47.67,"rural, 47.7 km from Łódź",medium
1800004,Złota I kier. Rogów PKP,51.771361,20.150806,47.76,"rural, 47.8 km from Łódź",medium
1100056,Lubiec Szkoła kier. Łask,51.375473,19.144305,47.83,"rural, 47.8 km from Łódź",medium
1100088,Lubiec Szkoła kier. Szczerców,51.3755,19.144277,47.83,"rural, 47.8 km from Łódź",medium
1800027,Złota I kier. Rawa Maz.,51.771334,20.151861,47.84,"rural, 47.8 km from Łódź",medium
2100011,Polesie - przy posesji 120,52.02795656,20.00924842,48.26,"rural, 48.3 km from Łódź",medium
2100029,Polesie - przy posesji 119,52.02802307,20.00932731,48.27,"rural, 48.3 km from Łódź",medium
1100055,Magdalenów kier. Łask,51.365528,19.131861,49.21,"rural, 49.2 km from Łódź",medium
2100015,Sierakowice Skierniewickie 116 - przy przystanku o,51.99837293,20.0614791,49.28,"rural, 49.3 km from Łódź",medium
2100025,Sierakowice Skierniewickie - przy przystanku osobo,51.9985522,20.0614743,49.29,"rural, 49.3 km from Łódź",medium
33043,Sierakowice Skierniewickie,51.998756,20.061517,49.31,"rural, 49.3 km from Łódź",medium
1100089,Magdalenów kier. Szczerców,51.364722,19.131195,49.31,"rural, 49.3 km from Łódź",medium
2200017,Tomaszów Mazowiecki Białobrzegi - przystanek autob,51.52101318,20.06038301,49.35,"rural, 49.4 km from Łódź",medium
2100006,Jackowice - przystanek autobusowy DK92 Zduny-Wieś,52.15142962,19.79597269,49.41,"rural, 49.4 km from Łódź",medium
2100012,Bełchów - przy stacji PKP (ul. Dworcowa 10),52.02582108,20.03309022,49.41,"rural, 49.4 km from Łódź",medium
2100028,Bełchów - przy stacji PKP (ul. Dworcowa 9),52.02579234,20.03305099,49.41,"rural, 49.4 km from Łódź",medium
2100033,Jackowice - przystanek autobusowy DK92 Zduny-Wieś,52.15273141,19.79229781,49.42,"rural, 49.4 km from Łódź",medium
2700003,"Sieradz Męka - skrzyżowanie ul. Sienkiewicza z ul. Uniejowską (Woźniki), przystanek autobusowy",51.60129775,18.78682972,49.43,"rural, 49.4 km from Łódź",medium
33027,Bełchów,52.02598,20.033444,49.44,"rural, 49.4 km from Łódź",medium
2700007,"Sieradz Męka - skrzyżowanie ul. Sienkiewicza z ul. Uniejowską (Woźniki), przystanek autobusowy",51.60111105,18.78595378,49.49,"rural, 49.5 km from Łódź",medium
19505,Sieradz Męka,51.615114,18.776873,49.55,"rural, 49.5 km from Łódź",medium
2200007,Tomaszów Mazowiecki Białobrzegi - przystanek autob,51.51975566,20.06339888,49.6,"rural, 49.6 km from Łódź",medium
2100016,Sierakowice Lewe (Zatorze) - na wysokości nr 145 kier. Skierniewice,51.99125931,20.07506205,49.66,"rural, 49.7 km from Łódź",medium
2100024,Sierakowice Lewe (Zatorze) - na wysokości nr 145 kier. Łowicz,51.99132238,20.07508671,49.66,"rural, 49.7 km from Łódź",medium
48884,Tomaszów Mazowiecki Białobrzegi,51.524173,20.069232,49.68,"rural, 49.7 km from Łódź",medium
32474,Jackowice,52.156985,19.794619,49.91,"rural, 49.9 km from Łódź",medium
1800003,Soszyce kier. Rogów PKP,51.773639,20.182334,49.94,"rural, 49.9 km from Łódź",medium
33050,Łowicz Przedmieście,52.09304,19.946816,50.06,"rural, 50.1 km from Łódź",medium
1800028,Soszyce kier. Rawa Maz.,51.7735,20.184055,50.06,"rural, 50.1 km from Łódź",medium
2100013,Bełchów - przy OSP Bełchów,52.01870804,20.0533832,50.07,"rural, 50.1 km from Łódź",medium
2100027,Bełchów - przy OSP Bełchów kier. Łowicz,52.01884339,20.05339393,50.08,"rural, 50.1 km from Łódź",medium
2100014,Sierakowice Lewe 55 - (przy firmie WW Instal),52.00436611,20.07135674,50.21,"rural, 50.2 km from Łódź",medium
2100026,Sierakowice Lewe 54A - (przy firmie WW Instal),52.00434303,20.07142329,50.21,"rural, 50.2 km from Łódź",medium
2100022,Mokra - przy przystanku osobowym PKP 78T,51.97870434,20.09944235,50.41,"rural, 50.4 km from Łódź",medium
33035,Mokra,51.9787,20.099704,50.42,"rural, 50.4 km from Łódź",medium
2100018,Mokra - przy przystanku osobowym PKP 141,51.97896383,20.09978372,50.44,"rural, 50.4 km from Łódź",medium
2100030,Bobrowniki - przy przystanku osobowym PKP / sklep,52.05844716,20.00997721,50.46,"rural, 50.5 km from Łódź",medium
33019,Bobrowniki,52.058709,20.010322,50.49,"rural, 50.5 km from Łódź",medium
2100017,Mokra - na wysokości nr 24,51.98350407,20.09735796,50.54,"rural, 50.5 km from Łódź",medium
2100023,Mokra - na wysokości nr 24A,51.98361462,20.09724949,50.54,"rural, 50.5 km from Łódź",medium
2100010,Bobrowniki - przy przystanku osobowym PKP 191A,52.0589382,20.0113047,50.56,"rural, 50.6 km from Łódź",medium
2100005,Zosinów - przy przystanku osobowym PKP 67A,52.18554609,19.71591025,50.61,"rural, 50.6 km from Łódź",medium
2100034,Zosinów - przy przystanku osobowym PKP 13,52.18543067,19.71625445,50.61,"rural, 50.6 km from Łódź",medium
32466,Zosinów,52.185681,19.716513,50.64,"rural, 50.6 km from Łódź",medium
2100003,Złotniki Kutnowskie - przystanek autobusowy DK 92,52.21702656,19.49119431,50.96,"rural, 51.0 km from Łódź",medium
2100036,Złotniki Kutnowskie - przystanek autobusowy DK 92,52.21738803,19.48817333,50.99,"rural, 51.0 km from Łódź",medium
2100032,"Niedźwiada Łowicka - przyst. aut. DK 92 KM 393,5 N",52.13842149,19.87854328,51.11,"rural, 51.1 km from Łódź",medium
19562,Chociw Łaski,51.40546371,18.98272674,51.2,"rural, 51.2 km from Łódź",medium
1100090,Zagadki kier. Szczerców,51.348833,19.120111,51.24,"rural, 51.2 km from Łódź",medium
2100007,"Niedźwiada Łowicka - przyst. aut. DK 92 KM 393,5 N",52.13777017,19.88332581,51.24,"rural, 51.2 km from Łódź",medium
49759,Jeleń,51.500868,20.074118,51.38,"rural, 51.4 km from Łódź",medium
1100054,Zagadki kier. Łask,51.347639,19.119417,51.38,"rural, 51.4 km from Łódź",medium
2100009,Bobrowniki - GOK w Bobrownikach kier. Skierniewice,52.06396137,20.02053461,51.4,"rural, 51.4 km from Łódź",medium
2100031,Bobrowniki - GOK w Bobrownikach kier. Łowicz,52.06397074,20.02064047,51.41,"rural, 51.4 km from Łódź",medium
32904,Łowicz Główny,52.105824,19.954227,51.45,"rural, 51.5 km from Łódź",medium
2100008,Łowicz Główny - przy stacji PKP (ul. Dworcowa),52.10603006,19.9547274,51.49,"rural, 51.5 km from Łódź",medium
32482,Niedźwiada Łowicka,52.140297,19.884098,51.5,"rural, 51.5 km from Łódź",medium
2100035,Żychlin - przy stacji PKP 6D,52.21286233,19.61774578,51.63,"rural, 51.6 km from Łódź",medium
2100004,Żychlin - przy stacji PKP 6C,52.21309735,19.61741597,51.65,"rural, 51.6 km from Łódź",medium
32433,Żychlin,52.213211,19.61755,51.66,"rural, 51.7 km from Łódź",medium
2100037,Sklęczki - przystanek autobusowy DK 92 Agroma/GTL,52.22417916,19.41955521,51.76,"rural, 51.8 km from Łódź",medium
2100002,Sklęczki - przystanek autobusowy DK 92 Agroma,52.22448549,19.41543705,51.81,"rural, 51.8 km from Łódź",medium
2800002,Jeleń - przystanek autobusowy (skrzyżowanie drogi 713 z drogą na Jeleń),51.50466163,20.08609093,51.83,"rural, 51.8 km from Łódź",medium
32458,Złotniki Kutnowskie,52.225299,19.490999,51.87,"rural, 51.9 km from Łódź",medium
32441,Sklęczki,52.225604,19.407094,51.97,"rural, 52.0 km from Łódź",medium
2800012,Jeleń - przystanek autobusowy (skrzyżowanie drogi 713 z drogą na Jeleń),51.5036559,20.0876767,51.99,"rural, 52.0 km from Łódź",medium
2100019,Skierniewice ul Prymasowska kier.PKP,51.95952952,20.14226334,52.06,"rural, 52.1 km from Łódź",medium
2100021,Skierniewice ul Prymasowska kier. Łowicz,51.95962574,20.14242378,52.08,"rural, 52.1 km from Łódź",medium
178685,Spała,51.552405,20.135127,52.13,"rural, 52.1 km from Łódź",medium
2100038,Arkadia kier. Skierniewice,52.08320764,20.00760109,52.19,"rural, 52.2 km from Łódź",medium
2100039,Arkadia kier. Łowicz,52.08317062,20.00772627,52.19,"rural, 52.2 km from Łódź",medium
1800002,Ścieki kier. Rogów PKP,51.771528,20.219,52.46,"rural, 52.5 km from Łódź",medium
2500006,Kutno przystanek autobusowy DK 60 Łęczycka/Matejki,52.22650635,19.34440947,52.53,"rural, 52.5 km from Łódź",medium
2100001,Kutno - przy stacji PKP (ul. 3 Maja),52.22710506,19.35013461,52.54,"rural, 52.5 km from Łódź",medium
2500007,Kutno - przy stacji PKP (ul. 3 Maja),52.22710506,19.35013461,52.54,"rural, 52.5 km from Łódź",medium
32201,Kutno,52.227139,19.34818,52.56,"rural, 52.6 km from Łódź",medium
1800029,Ścieki kier. Rawa Maz.,51.77125,20.22175,52.64,"rural, 52.6 km from Łódź",medium
47795,Rozprza,51.301352,19.659965,52.82,"rural, 52.8 km from Łódź",medium
2100020,Skierniewice - przy stacji PKP (ul. Dworcowa),51.96640569,20.15040612,52.89,"rural, 52.9 km from Łódź",medium
47001,Skierniewice,51.967065,20.149949,52.9,"rural, 52.9 km from Łódź",medium
1100053,Szczerców Mickiewicza kier. Łask,51.333306,19.112333,53.02,"rural, 53.0 km from Łódź",medium
19513,Sieradz Warta,51.602977,18.730323,53.03,"rural, 53.0 km from Łódź",medium
2700004,Sieradz Warta - ul. Sienkiewicza (Rondo) przystanek autobusowy,51.59710808,18.73309668,53.07,"rural, 53.1 km from Łódź",medium
2700006,Sieradz Warta - ul. Sienkiewicza (Rondo) przystanek autobusowy,51.59626228,18.73242126,53.15,"rural, 53.1 km from Łódź",medium
1100091,Szczerców Pl.Św.Floriana,51.330611,19.114472,53.22,"rural, 53.2 km from Łódź",medium
19489,Sieradz,51.597785,18.714626,54.24,"rural, 54.2 km from Łódź",medium
2700005,Sieradz - przy stacji PKP (ul. Kolejowa),51.59680626,18.71485973,54.26,"rural, 54.3 km from Łódź",medium
1800001,Rawa Maz. Dworzec Autobusowy,51.767223,20.247416,54.4,"rural, 54.4 km from Łódź",medium
47803,Luciążanka,51.277452,19.648333,55.18,"rural, 55.2 km from Łódź",medium
2200008,Brzustów - przystanek autobusowy (Brzustów - Szkoł,51.49383958,20.14430138,55.87,"rural, 55.9 km from Łódź",medium
2200016,Brzustów - przystanek autobusowy (Brzustów - Szkoł,51.49383958,20.14430138,55.87,"rural, 55.9 km from Łódź",medium
48918,Brzustów,51.493759,20.146745,56.02,"rural, 56.0 km from Łódź",medium
49742,Bratków,51.455602,20.114865,56.6,"rural, 56.6 km from Łódź",medium
2800003,Bratków - przy stacji PKP,51.45533635,20.11607188,56.69,"rural, 56.7 km from Łódź",medium
2800011,Bratków - przy stacji PKP,51.45526664,20.1161953,56.7,"rural, 56.7 km from Łódź",medium
279431,Tomaszówek,51.44953,20.121502,57.38,"rural, 57.4 km from Łódź",medium
2800004,Tomaszówek - skrzyżowanie (przy posesji Bratków 37),51.44409006,20.11998773,57.66,"rural, 57.7 km from Łódź",medium
2800010,Tomaszówek - skrzyżowanie (przy posesji Bratków 37),51.44403364,20.12037732,57.69,"rural, 57.7 km from Łódź",medium
47811,Wilkoszewice,51.251733,19.630554,57.7,"rural, 57.7 km from Łódź",medium
19570,Rusiec Łódzki,51.31608982,18.96909463,59.72,"rural, 59.7 km from Łódź",medium
48892,Antoniów,51.475699,20.197564,60.07,"rural, 60.1 km from Łódź",medium
47829,Gorzkowice,51.218103,19.602954,61.02,"rural, 61.0 km from Łódź",medium
2200010,Antoniów - przystanek autobusowy (Antoniów przy Ka,51.46644111,20.21099359,61.4,"rural, 61.4 km from Łódź",medium
2200014,Antoninów - przystanek autobusowy (Antoniów przy K,51.46644111,20.21099359,61.4,"rural, 61.4 km from Łódź",medium
49734,Szadkowice,51.419388,20.16893,62.02,"rural, 62.0 km from Łódź",medium
2800005,Szadkowice - zatoka przy przystanku osobowym PKP,51.41908871,20.16847696,62.02,"rural, 62.0 km from Łódź",medium
2800009,Szadkowice - zatoka przy przystanku osobowym PKP,51.41908871,20.16847696,62.02,"rural, 62.0 km from Łódź",medium
2200015,"Dęba Opoczyńska - przystanek autobusowy 726/75, 72",51.48437094,20.24828657,62.6,"rural, 62.6 km from Łódź",medium
2200009,"Dęba Opoczyńska - przystanek autobusowy 726/75, 72",51.48358679,20.24854172,62.65,"rural, 62.7 km from Łódź",medium
47837,Gorzędów,51.197077,19.544121,62.8,"rural, 62.8 km from Łódź",medium
48868,Dęba Opoczyńska,51.481948,20.258612,63.35,"rural, 63.4 km from Łódź",medium
47845,Kamieńsk,51.186003,19.498224,63.81,"rural, 63.8 km from Łódź",medium
19588,Huta,51.27041486,18.96340597,64.2,"rural, 64.2 km from Łódź",medium
2800008,"Słomianka - przystanek autobusowy Gawrony Zachód (droga 713/07), Gawrony Dom Ludowy (713/20)",51.39719133,20.19760048,65.11,"rural, 65.1 km from Łódź",medium
2800006,"Słomianka - przystanek autobusowy Gawrony Zachód (droga 713/07), Gawrony Dom Ludowy (713/20)",51.39662844,20.19922824,65.24,"rural, 65.2 km from Łódź",medium
49726,Słomianka,51.400975,20.205386,65.28,"rural, 65.3 km from Łódź",medium
47852,Gomunice,51.1637,19.486847,66.25,"rural, 66.3 km from Łódź",medium
1900032,Rząśnia Rondo,51.22154767,19.04249047,66.32,"rural, 66.3 km from Łódź",medium
1900031,Rząśnia Urząd Gminy kier. Rondo,51.21694696,19.0419631,66.8,"rural, 66.8 km from Łódź",medium
1900033,Rząśnia Urząd Gminy kier. Działoszyn,51.21694738,19.04187861,66.8,"rural, 66.8 km from Łódź",medium
45344,Błaszki,51.67369528,18.47115361,68.58,"rural, 68.6 km from Łódź",medium
1900030,Suchowola Skrzyżowanie kier. Rząśnia,51.19658561,19.05077893,68.6,"rural, 68.6 km from Łódź",medium
1900034,Suchowola Skrzyżowanie kier. Działoszyn,51.19658771,19.05072595,68.6,"rural, 68.6 km from Łódź",medium
1900035,Gawłów Dolna kier. Działoszyn,51.1907565,19.04670888,69.31,"rural, 69.3 km from Łódź",medium
1900029,Gawłów Dolna kier. Rząśnia,51.19059197,19.04619009,69.34,"rural, 69.3 km from Łódź",medium
1900028,Biała pos. 179 kier. Rząśnia,51.18860209,19.03851895,69.76,"rural, 69.8 km from Łódź",medium
1900036,Biała pos. 179 kier. Działoszyn,51.18863104,19.03848944,69.76,"rural, 69.8 km from Łódź",medium
1900027,Biała pos. 2C kier. Rząśnia,51.18668446,19.03098601,70.17,"rural, 70.2 km from Łódź",medium
1900037,Biała pos. 2C kier. Działoszyn,51.18670797,19.03095706,70.17,"rural, 70.2 km from Łódź",medium
1900026,Biała pos. 9 kier. Rząśnia,51.18567232,19.02811178,70.36,"rural, 70.4 km from Łódź",medium
1900038,Biała pos. 9 kier. Działoszyn,51.18570226,19.02805201,70.36,"rural, 70.4 km from Łódź",medium
47860,Dobryszyce k/Radomska,51.124147,19.444265,70.63,"rural, 70.6 km from Łódź",medium
2800007,Opoczno - przy stacji PKP,51.37318877,20.27167442,70.81,"rural, 70.8 km from Łódź",medium
49700,Opoczno,51.372899,20.271605,70.82,"rural, 70.8 km from Łódź",medium
72058,Chorzew Siemkowice,51.20929341,18.9412038,70.82,"rural, 70.8 km from Łódź",medium
1900025,Biała PKP kier. Rząśnia,51.17617772,19.02609141,71.38,"rural, 71.4 km from Łódź",medium
1900013,Biała PKP,51.17609177,19.02598266,71.39,"rural, 71.4 km from Łódź",medium
1900039,Biała PKP kier. Działoszyn,51.17589599,19.02584718,71.41,"rural, 71.4 km from Łódź",medium
280951,Biała Szlachecka,51.17524409,19.02536854,71.49,"rural, 71.5 km from Łódź",medium
1900012,Wręczyca kier. Rząśnia,51.16884617,19.02385781,72.18,"rural, 72.2 km from Łódź",medium
1900014,Wręczyca kier. Działoszyn,51.16800681,19.02321957,72.29,"rural, 72.3 km from Łódź",medium
177993,Radzice,51.467054,20.395933,72.52,"rural, 72.5 km from Łódź",medium
63180,Wistka,51.144874,19.096856,72.73,"rural, 72.7 km from Łódź",medium
2200013,Radzice - przystanek autobusowy (Radzice Małe IV),51.45898715,20.39986873,73.17,"rural, 73.2 km from Łódź",medium
2200011,Radzice - przystanek autobusowy (Radzice Małe IV),51.45878421,20.40053791,73.22,"rural, 73.2 km from Łódź",medium
